match,name,win
113024,Gamecrypt,0
113028,Neatz09,1
113028,Gamecrypt,0
113032,Neatz09,1
113032,Gamecrypt,0
113036,Neatz09,1
113036,Gamecrypt,0
113054,oakzmoakz,1
113054,Tamerlane,0
113055,FastbreaК,1
113055,Total_Eclipse.,0
113059,Self.QF,1
113059,nicobreakS,0
113065,FastbreaК,1
113065,Total_Eclipse.,0
113066,oakzmoakz,1
113066,Tamerlane,0
113067,Self.QF,1
113067,nicobreakS,0
113075,Self.QF,1
113075,nicobreakS,0
113076,oakzmoakz,1
113076,Tamerlane,0
113080,Self.QF,1
113080,nicobreakS,0
113082,Tamerlane,1
113082,oakzmoakz,0
113087,Tamerlane,1
113087,oakzmoakz,0
113104,Flikswich,1
113104,Spiixy,0
113110,Flikswich,1
113110,Spiixy,0
113114,Flikswich,1
113114,Spiixy,0
113121,Flikswich,1
113121,Spiixy,0
113126,Flikswich,1
113126,Spiixy,0
113131,Flikswich,1
113131,Spiixy,0
113132,Self.QF,1
113132,nicobreakS,0
113136,Flikswich,1
113136,Spiixy,0
113137,nicobreakS,1
113137,Self.QF,0
113143,Self.QF,1
113143,nicobreakS,0
113150,nicobreakS,1
113150,Self.QF,0
113155,NøSkillsPureLuck,1
113155,sǃr,0
113162,NøSkillsPureLuck,1
113162,sǃr,0
113170,sǃr,1
113170,NøSkillsPureLuck,0
113178,sǃr,1
113178,NøSkillsPureLuck,0
113182,sǃr,1
113182,NøSkillsPureLuck,0
113203,sǃr,1
113203,NøSkillsPureLuck,0
113208,NøSkillsPureLuck,1
113208,sǃr,0
113211,Shaddycat,1
113211,KurrgΛn,0
113212,Shaddycat,1
113212,KurrgΛn,0
113217,sǃr,1
113217,NøSkillsPureLuck,0
113219,sǃr,1
113219,NøSkillsPureLuck,0
113235,LuCäSØ,1
113235,Michèé,0
113238,vXS4MSØNXv,1
113238,outRΛGΞous,0
113262,la_tortura_01,1
113262,Michèé,0
113268,la_tortura_01,1
113268,Michèé,0
113291,diøn-,1
113291,myachhuyach,0
113299,diøn-,1
113299,ScrMz,0
113302,diøn-,1
113302,ScrMz,0
113305,ScrMz,1
113305,eprY,0
113309,eprY,1
113309,ScrMz,0
113312,ScrMz,1
113312,eprY,0
113313,MiKEYvike,1
113313,eprY,0
113315,ScrMz,1
113315,Caronte.,0
113317,ScrMz,1
113317,Caronte.,0
113319,ScrMz,1
113319,Caronte.,0
113321,rrreav,1
113321,eprY,0
113322,rrreav,1
113322,eprY,0
113326,rrreav,1
113326,ScrMz,0
113330,rrreav,1
113330,ScrMz,0
113333,rrreav,1
113333,ScrMz,0
113337,rrreav,1
113337,ScrMz,0
113340,trоn_,1
113340,MiKEYvike,0
113341,rrreav,1
113341,ScrMz,0
113343,trоn_,1
113343,MiKEYvike,0
113348,trоn_,1
113348,MiKEYvike,0
113349,rePete.D,1
113349,ScrMz,0
113351,Spiixy,1
113351,z1on,0
113352,trоn_,1
113352,MiKEYvike,0
113353,ScrMz,1
113353,rePete.D,0
113354,z1on,1
113354,Spiixy,0
113356,rePete.D,1
113356,ScrMz,0
113358,z1on,1
113358,Spiixy,0
113360,KoHb_B_Canorax,1
113360,ScrMz,0
113364,ScrMz,1
113364,KoHb_B_Canorax,0
113368,S.T.R.I.K.E.R2e,1
113368,fakk2,0
113370,dddddddddd_,1
113370,Tamerlane,0
113372,dddddddddd_,1
113372,Tamerlane,0
113373,fakk2,1
113373,Bkmz.oveR,0
113374,ScrMz,1
113374,ScreamsFromAnus,0
113378,eprY,1
113378,oakzmoakz,0
113379,Bakacjusz,1
113379,oLEq,0
113380,dddddddddd_,1
113380,Tamerlane,0
113382,oLEq,1
113382,Bakacjusz,0
113384,ScreamsFromAnus,1
113384,simonerisi98,0
113385,oakzmoakz,1
113385,rePete.D,0
113387,ScreamsFromAnus,1
113387,simonerisi98,0
113417,phantaśi,1
113417,fallacy._,0
113421,eprY,1
113421,prsm._.,0
113425,DuMagic,1
113425,2048gB,0
113426,phantaśi,1
113426,fallacy._,0
113430,prsm._.,1
113430,eprY,0
113433,DuMagic,1
113433,2048gB,0
113435,phantaśi,1
113435,fallacy._,0
113438,eprY,1
113438,prsm._.,0
113451,Flikswich,1
113451,z1on,0
113452,diøn-,1
113452,fakk2,0
113456,ScrMz,1
113456,Schmökelung,0
113460,Flikswich,1
113460,z1on,0
113465,ScrMz,1
113465,Schmökelung,0
113469,Flikswich,1
113469,z1on,0
113472,MΛtt,1
113472,Pl4sMa,0
113477,LoD,1
113477,simonerisi98,0
113480,NøSkillsPureLuck,1
113480,HurRy-,0
113483,MΛtt,1
113483,Pl4sMa,0
113485,LoD,1
113485,simonerisi98,0
113486,MastahBates,1
113486,uZi`,0
113487,NøSkillsPureLuck,1
113487,HurRy-,0
113493,LoD,1
113493,simonerisi98,0
113495,Tamerlane,1
113495,z1on,0
113496,MastahBates,1
113496,uZi`,0
113498,MΛtt,1
113498,Spiixy,0
113500,S.T.R.I.K.E.R2e,1
113500,fakk2,0
113503,Tamerlane,1
113503,z1on,0
113504,Pl4sMa,1
113504,HurRy-,0
113506,MastahBates,1
113506,uZi`,0
113507,MΛtt,1
113507,Spiixy,0
113509,Pl4sMa,1
113509,HurRy-,0
113512,Flikswich,1
113512,oakzmoakz,0
113513,MastahBates,1
113513,uZi`,0
113517,Flikswich,1
113517,oakzmoakz,0
113518,MΛtt,1
113518,FastbreaК,0
113519,uZi`,1
113519,MastahBates,0
113520,d3itY`,1
113520,Gh0stLicH,0
113521,aanzu.,1
113521,sǃr,0
113526,MΛtt,1
113526,FastbreaК,0
113527,dddddddddd_,1
113527,s1aY,0
113528,Pl4sMa,1
113528,NøSkillsPureLuck,0
113529,dc!,1
113529,zàváge,0
113530,aanzu.,1
113530,sǃr,0
113532,Pl4sMa,1
113532,NøSkillsPureLuck,0
113533,s1aY,1
113533,dddddddddd_,0
113535,Gh0stLicH,1
113535,d3itY`,0
113538,Killingg,1
113538,rrreav,0
113540,Lass,1
113540,ƒaßø,0
113541,dddddddddd_,1
113541,s1aY,0
113542,Killingg,1
113542,rrreav,0
113544,d3itY`,1
113544,Gh0stLicH,0
113545,sǃr,1
113545,zàváge,0
113548,dc!,1
113548,fallacy._,0
113550,s1aY,1
113550,dddddddddd_,0
113551,MΛtt,1
113551,ExitNextRight,0
113552,Lass,1
113552,ƒaßø,0
113559,sǃr,1
113559,zàváge,0
113562,fallacy._,1
113562,dc!,0
113564,MΛtt,1
113564,ExitNextRight,0
113566,dddddddddd_,1
113566,s1aY,0
113569,aanzu.,1
113569,zàváge,0
113571,fallacy._,1
113571,dc!,0
113575,NøSkillsPureLuck,1
113575,sǃr,0
113579,aanzu.,1
113579,zàváge,0
113580,ExitNextRight,1
113580,Spiixy,0
113581,uZi`,1
113581,euPlaYFuL,0
113584,fallacy._,1
113584,Lass,0
113586,sǃr,1
113586,MastahBates,0
113588,rrreav,1
113588,Kruell1,0
113589,Flikswich,1
113589,Gh0stLicH,0
113590,dc!,1
113590,ƒaßø,0
113592,ExitNextRight,1
113592,Spiixy,0
113595,euPlaYFuL,1
113595,uZi`,0
113599,Lass,1
113599,fallacy._,0
113600,sǃr,1
113600,MastahBates,0
113601,Flikswich,1
113601,Gh0stLicH,0
113603,rrreav,1
113603,Kruell1,0
113604,ƒaßø,1
113604,dc!,0
113606,ExitNextRight,1
113606,FastbreaК,0
113607,ßòóm,1
113607,ScrMz,0
113610,Lass,1
113610,fallacy._,0
113612,NøSkillsPureLuck,1
113612,euPlaYFuL,0
113614,ƒaßø,1
113614,dc!,0
113615,ßòóm,1
113615,ScrMz,0
113616,ExitNextRight,1
113616,FastbreaК,0
113620,Flikswich,1
113620,d3itY`,0
113622,Killingg,1
113622,Kruell1,0
113624,euPlaYFuL,1
113624,NøSkillsPureLuck,0
113627,ßòóm,1
113627,ScrMz,0
113628,Flikswich,1
113628,d3itY`,0
113630,Killingg,1
113630,Kruell1,0
113633,ƒaßø,1
113633,fallacy._,0
113634,dc!,1
113634,Lass,0
113639,FastbreaК,1
113639,Spiixy,0
113642,NøSkillsPureLuck,1
113642,euPlaYFuL,0
113644,dc!,1
113644,Lass,0
113645,ƒaßø,1
113645,fallacy._,0
113646,Spiixy,1
113646,FastbreaК,0
113654,Spiixy,1
113654,FastbreaК,0
113655,ScrMz,1
113655,Caronte.,0
113657,Self.QF,1
113657,nicobreakS,0
113662,Killingg,1
113662,NøSkillsPureLuck,0
113663,janos71,1
113663,ScreamsFromAnus,0
113664,Self.QF,1
113664,nicobreakS,0
113669,Self.QF,1
113669,nicobreakS,0
113670,ScreamsFromAnus,1
113670,janos71,0
113672,NøSkillsPureLuck,1
113672,Killingg,0
113676,Self.QF,1
113676,nicobreakS,0
113679,Killingg,1
113679,NøSkillsPureLuck,0
113680,Flikswich,1
113680,ƒaßø,0
113684,Self.QF,1
113684,nicobreakS,0
113689,Flikswich,1
113689,ƒaßø,0
113691,Self.QF,1
113691,nicobreakS,0
113696,rrreav,1
113696,ExitNextRight,0
113697,Reija-108-,1
113697,ℑⓡ.,0
113705,rrreav,1
113705,ExitNextRight,0
113706,Flikswich,1
113706,Pl4sMa,0
113707,ℑⓡ.,1
113707,Reija-108-,0
113708,Demon1_,1
113708,FrankNg,0
113713,Lass,1
113713,MΛtt,0
113714,FrankNg,1
113714,Demon1_,0
113715,Flikswich,1
113715,Pl4sMa,0
113716,ℑⓡ.,1
113716,Reija-108-,0
113720,Demon1_,1
113720,FrankNg,0
113722,rrreav,1
113722,aanzu.,0
113726,FrankNg,1
113726,Demon1_,0
113727,MΛtt,1
113727,Lass,0
113732,rrreav,1
113732,aanzu.,0
113733,ℑⓡ.,1
113733,Reija-108-,0
113735,FrankNg,1
113735,Demon1_,0
113736,s1aY,1
113736,Kruell1,0
113737,MΛtt,1
113737,Lass,0
113740,Demon1_,1
113740,FrankNg,0
113744,s1aY,1
113744,Kruell1,0
113747,rrreav,1
113747,MΛtt,0
113754,rrreav,1
113754,MΛtt,0
113759,rrreav,1
113759,Flikswich,0
113762,Flikswich,1
113762,rrreav,0
113763,aanzu.,1
113763,Kruell1,0
113767,rrreav,1
113767,Flikswich,0
113768,aanzu.,1
113768,Kruell1,0
113772,aanzu.,1
113772,Kruell1,0
113776,aanzu.,1
113776,Kruell1,0
113778,ExitNextRight,1
113778,Shaddycat,0
113781,ExitNextRight,1
113781,Shaddycat,0
113785,FrankNg,1
113785,ExitNextRight,0
113788,dc!,1
113788,Shaddycat,0
113790,FrankNg,1
113790,ExitNextRight,0
113793,dc!,1
113793,Shaddycat,0
113794,ExitNextRight,1
113794,FrankNg,0
113797,dc!,1
113797,Shaddycat,0
113799,FrankNg,1
113799,ExitNextRight,0
113800,FrankNg,1
113800,ExitNextRight,0
113803,Michèé,1
113803,Mike_x470,0
113805,ExitNextRight,1
113805,FrankNg,0
113808,Mike_x470,1
113808,Michèé,0
113820,Michèé,1
113820,Mike_x470,0
113837,ExitNextRight,1
113837,FrankNg,0
113844,FrankNg,1
113844,ExitNextRight,0
113848,FrankNg,1
113848,ExitNextRight,0
113853,FrankNg,1
113853,ExitNextRight,0
113859,ExitNextRight,1
113859,FrankNg,0
113860,Shaddycat,1
113860,MoxNix,0
113865,FrankNg,1
113865,ExitNextRight,0
113868,Shaddycat,1
113868,MoxNix,0
113871,FrankNg,1
113871,ExitNextRight,0
113878,ExitNextRight,1
113878,FrankNg,0
113883,FrankNg,1
113883,ExitNextRight,0
113915,ExitNextRight,1
113915,Hydr.0,0
113916,ExitNextRight,1
113916,Hydr.0,0
113917,ScrMz,1
113917,michpattat,0
113919,ExitNextRight,1
113919,Hydr.0,0
113920,ScrMz,1
113920,MiKEYvike,0
113922,ExitNextRight,1
113922,Hydr.0,0
113923,ScrMz,1
113923,MiKEYvike,0
113925,ExitNextRight,1
113925,Hydr.0,0
113926,ScrMz,1
113926,MiKEYvike,0
113928,ExitNextRight,1
113928,Hydr.0,0
113929,ScrMz,1
113929,MiKEYvike,0
113932,ExitNextRight,1
113932,Hydr.0,0
113933,ScrMz,1
113933,MiKEYvike,0
113936,ExitNextRight,1
113936,Hydr.0,0
113939,ScrMz,1
113939,MiKEYvike,0
113940,ExitNextRight,1
113940,Hydr.0,0
113942,ExitNextRight,1
113942,Hydr.0,0
113949,ExitNextRight,1
113949,Hydr.0,0
113950,ScrMz,1
113950,Kruell1,0
113953,ScrMz,1
113953,Kruell1,0
113966,ScrMz,1
113966,Babitz,0
113967,ScrMz,1
113967,Babitz,0
113970,ScrMz,1
113970,Babitz,0
113973,ScrMz,1
113973,Babitz,0
113977,ScrMz,1
113977,pizza_microwave,0
113979,ScrMz,1
113979,pizza_microwave,0
113981,Babitz,1
113981,MiKEYvike,0
113983,ScrMz,1
113983,pizza_microwave,0
113987,Spiixy,1
113987,ScrMz,0
113989,ScrMz,1
113989,Spiixy,0
113991,ScrMz,1
113991,Spiixy,0
113993,Spiixy,1
113993,ScrMz,0
113994,ScrMz,1
113994,Spiixy,0
114008,Babitz,1
114008,simonerisi98,0
114015,Babitz,1
114015,simonerisi98,0
114021,Babitz,1
114021,MiKEYvike,0
114024,MiKEYvike,1
114024,Babitz,0
114028,Babitz,1
114028,MiKEYvike,0
114038,ScrMz,1
114038,MiKEYvike,0
114046,ℑⓡ.,1
114046,simonerisi98,0
114049,rrreav,1
114049,ScrMz,0
114051,ℑⓡ.,1
114051,simonerisi98,0
114053,Babitz,1
114053,pizza_microwave,0
114054,ScrMz,1
114054,rrreav,0
114057,Babitz,1
114057,simonerisi98,0
114065,ExitNextRight,1
114065,Pl4sMa,0
114066,rrreav,1
114066,617222,0
114071,ExitNextRight,1
114071,Pl4sMa,0
114072,ScrMz,1
114072,617222,0
114078,Reija-108-,1
114078,Bezy-Boomsa,0
114079,ExitNextRight,1
114079,Pl4sMa,0
114082,ScrMz,1
114082,617222,0
114089,ExitNextRight,1
114089,Pl4sMa,0
114090,ScrMz,1
114090,617222,0
114098,Pl4sMa,1
114098,ExitNextRight,0
114110,daimonless.,1
114110,diøn-,0
114126,ScrMz,1
114126,N_K49,0
114129,ScrMz,1
114129,N_K49,0
114139,ScrMz,1
114139,N_K49,0
114143,rrreav,1
114143,ScrMz,0
114148,rrreav,1
114148,ScrMz,0
114157,ℑⓡ.,1
114157,Reija-108-,0
114161,simonerisi98,1
114161,VenoӍ,0
114164,ℑⓡ.,1
114164,Reija-108-,0
114165,simonerisi98,1
114165,VenoӍ,0
114168,Reija-108-,1
114168,ℑⓡ.,0
114172,simonerisi98,1
114172,VenoӍ,0
114174,s1aY,1
114174,Kruell1,0
114177,prsm._.,1
114177,Astem,0
114180,simonerisi98,1
114180,VenoӍ,0
114183,s1aY,1
114183,Kruell1,0
114185,prsm._.,1
114185,Astem,0
114186,s1aY,1
114186,Kruell1,0
114190,s1aY,1
114190,Kruell1,0
114191,prsm._.,1
114191,Astem,0
114197,s1aY,1
114197,Kruell1,0
114198,Astem,1
114198,prsm._.,0
114201,FastbreaК,1
114201,simonerisi98,0
114202,s1aY,1
114202,Kruell1,0
114207,FastbreaК,1
114207,simonerisi98,0
114208,Astem,1
114208,prsm._.,0
114214,FastbreaК,1
114214,simonerisi98,0
114222,prsm._.,1
114222,Astem,0
114244,vXS4MSØNXv,1
114244,Stoked_Grom,0
114250,vXS4MSØNXv,1
114250,Stoked_Grom,0
114257,Shaddycat,1
114257,Stoked_Grom,0
114263,Shaddycat,1
114263,Stoked_Grom,0
114270,Shaddycat,1
114270,dc!,0
114276,Shaddycat,1
114276,dc!,0
114283,phantaśi,1
114283,Lass,0
114354,ScrMz,1
114354,Babitz,0
114357,ScrMz,1
114357,Babitz,0
114360,ScrMz,1
114360,Babitz,0
114363,ScrMz,1
114363,Babitz,0
114365,ℑⓡ.,1
114365,pizza_microwave,0
114369,ScrMz,1
114369,Babitz,0
114371,pizza_microwave,1
114371,ℑⓡ.,0
114372,MiKEYvike,1
114372,Ep1dem1c,0
114373,ScrMz,1
114373,Babitz,0
114375,Walk1nDead,1
114375,MiKEYvike,0
114379,MiKEYvike,1
114379,Walk1nDead,0
114380,ScrMz,1
114380,Babitz,0
114382,Walk1nDead,1
114382,MiKEYvike,0
114384,ScrMz,1
114384,Babitz,0
114385,ScrMz,1
114385,Babitz,0
114387,Babitz,1
114387,pizza_microwave,0
114390,pizza_microwave,1
114390,Babitz,0
114391,Babitz,1
114391,pizza_microwave,0
114403,LoD,1
114403,VenoӍ,0
114405,LoD,1
114405,VenoӍ,0
114422,ScrMz,1
114422,MemphiS,0
114427,ScrMz,1
114427,MemphiS,0
114429,ScrMz,1
114429,trоn_,0
114431,ScrMz,1
114431,trоn_,0
114434,trоn_,1
114434,ScrMz,0
114436,ScrMz,1
114436,trоn_,0
114438,ScrMz,1
114438,trоn_,0
114440,trоn_,1
114440,ScrMz,0
114447,rrreav,1
114447,ScrMz,0
114450,simonerisi98,1
114450,Kёniц,0
114451,rrreav,1
114451,ScrMz,0
114454,rrreav,1
114454,ScrMz,0
114456,rrreav,1
114456,ScrMz,0
114459,rrreav,1
114459,ScrMz,0
114460,Caronte.,1
114460,simonerisi98,0
114462,rrreav,1
114462,ScrMz,0
114463,Caronte.,1
114463,simonerisi98,0
114467,daimonless.,1
114467,Caronte.,0
114469,rrreav,1
114469,ScrMz,0
114471,eprY,1
114471,fakk2,0
114475,MaSteRBo-Bo,1
114475,FastbreaК,0
114476,eprY,1
114476,fakk2,0
114477,rrreav,1
114477,ScrMz,0
114478,MΛtt,1
114478,GermanW,0
114483,MaSteRBo-Bo,1
114483,FastbreaК,0
114484,fakk2,1
114484,eprY,0
114486,MaSteRBo-Bo,1
114486,FastbreaК,0
114487,MaSteRBo-Bo,1
114487,FastbreaК,0
114492,MaSteRBo-Bo,1
114492,FastbreaК,0
114496,MaSteRBo-Bo,1
114496,FastbreaК,0
114502,dddddddddd_,1
114502,FastbreaК,0
114505,sOuL`,1
114505,simonerisi98,0
114511,devr0s,1
114511,euPlaYFuL,0
114513,s1aY,1
114513,FastbreaК,0
114517,devr0s,1
114517,euPlaYFuL,0
114521,s1aY,1
114521,FastbreaК,0
114525,MastahBates,1
114525,euPlaYFuL,0
114529,daimonless.,1
114529,ThaNiNjA86,0
114530,dddddddddd_,1
114530,s1aY,0
114534,MastahBates,1
114534,euPlaYFuL,0
114538,s1aY,1
114538,dddddddddd_,0
114540,euPlaYFuL,1
114540,MastahBates,0
114545,dddddddddd_,1
114545,s1aY,0
114549,dddddddddd_,1
114549,s1aY,0
114554,s1aY,1
114554,dddddddddd_,0
114555,daimonless.,1
114555,Schmökelung,0
114560,Caronte.,1
114560,simonerisi98,0
114565,daimonless.,1
114565,qwaky-,0
114572,Caronte.,1
114572,simonerisi98,0
114574,daimonless.,1
114574,qwaky-,0
114585,rrreav,1
114585,aanzu.,0
114587,aanzu.,1
114587,rrreav,0
114589,aanzu.,1
114589,rrreav,0
114594,aanzu.,1
114594,rrreav,0
114597,aanzu.,1
114597,rrreav,0
114603,aanzu.,1
114603,rrreav,0
114609,s1aY,1
114609,trоn_,0
114613,trоn_,1
114613,s1aY,0
114614,MastahBates,1
114614,Epyos,0
114616,s1aY,1
114616,trоn_,0
114617,MastahBates,1
114617,Epyos,0
114623,s1aY,1
114623,trоn_,0
114628,s1aY,1
114628,trоn_,0
114629,Flikswich,1
114629,Babitz,0
114636,Flikswich,1
114636,Babitz,0
114638,s1aY,1
114638,trоn_,0
114640,Flikswich,1
114640,Babitz,0
114645,FastbreaК,1
114645,simonerisi98,0
114646,s1aY,1
114646,trоn_,0
114647,Flikswich,1
114647,Babitz,0
114652,s1aY,1
114652,trоn_,0
114653,Flikswich,1
114653,Babitz,0
114658,Flikswich,1
114658,Babitz,0
114751,ExitNextRight,1
114751,Shaddycat,0
114752,Shaddycat,1
114752,ExitNextRight,0
114759,ScrMz,1
114759,MiKEYvike,0
114781,ScrMz,1
114781,michpattat,0
114783,ScrMz,1
114783,michpattat,0
114785,ScrMz,1
114785,Fabiolous,0
114787,ScrMz,1
114787,LoD,0
114789,ScrMz,1
114789,LoD,0
114790,ScrMz,1
114790,LoD,0
114791,LoD,1
114791,ScrMz,0
114793,ScrMz,1
114793,aratoreita,0
114794,ScrMz,1
114794,aratoreita,0
114795,ScrMz,1
114795,aratoreita,0
114796,trоn_,1
114796,ScrMz,0
114798,ScrMz,1
114798,trоn_,0
114799,trоn_,1
114799,ScrMz,0
114801,ScrMz,1
114801,trоn_,0
114804,trоn_,1
114804,ScrMz,0
114807,ScrMz,1
114807,trоn_,0
114809,MaSteRBo-Bo,1
114809,sOuL`,0
114812,Katerynka,1
114812,Millstream566,0
114815,Katerynka,1
114815,Millstream566,0
114821,MiKEYvike,1
114821,Wessmania,0
114825,Wessmania,1
114825,MiKEYvike,0
114829,Wessmania,1
114829,MiKEYvike,0
114833,LoD,1
114833,simonerisi98,0
114835,LoD,1
114835,simonerisi98,0
114843,daimonless.,1
114843,simonerisi98,0
114844,sOuL`,1
114844,ScreamsFromAnus,0
114846,sOuL`,1
114846,ScreamsFromAnus,0
114848,daimonless.,1
114848,sOuL`,0
114857,simonerisi98,1
114857,ScreamsFromAnus,0
114863,ScreamsFromAnus,1
114863,simonerisi98,0
114871,MΛtt,1
114871,LuCäSØ,0
114877,fakk2,1
114877,S.T.R.I.K.E.R2e,0
114879,MΛtt,1
114879,LuCäSØ,0
114884,S.T.R.I.K.E.R2e,1
114884,fakk2,0
114887,MΛtt,1
114887,LuCäSØ,0
114889,pennsylvania-,1
114889,MiKEYvike,0
114893,Killingg,1
114893,Tamerlane,0
114898,MΛtt,1
114898,LuCäSØ,0
114899,pennsylvania-,1
114899,MiKEYvike,0
114903,Killingg,1
114903,Tamerlane,0
114908,pennsylvania-,1
114908,MiKEYvike,0
114920,daimonless.,1
114920,qwaky-,0
114924,daimonless.,1
114924,diøn-,0
114942,y0ur.m4st3r,1
114942,ObiWanKenubie,0
114947,znatch,1
114947,Flikswich,0
114951,znatch,1
114951,Kruell1,0
114953,Spiixy,1
114953,Flikswich,0
114961,znatch,1
114961,Kruell1,0
114962,Flikswich,1
114962,Spiixy,0
114965,znatch,1
114965,Kruell1,0
114967,Spiixy,1
114967,Flikswich,0
114972,znatch,1
114972,Kruell1,0
114975,Flikswich,1
114975,Spiixy,0
114981,simonerisi98,1
114981,ɖяeam._.weak,0
114982,znatch,1
114982,Kruell1,0
114983,Flikswich,1
114983,Spiixy,0
114984,s1aY,1
114984,diøn-,0
114986,oakzmoakz,1
114986,trоn_,0
114988,simonerisi98,1
114988,ɖяeam._.weak,0
114989,Flikswich,1
114989,znatch,0
114990,Spiixy,1
114990,Kruell1,0
114991,s1aY,1
114991,diøn-,0
114994,trоn_,1
114994,oakzmoakz,0
114995,znatch,1
114995,Flikswich,0
114996,Spiixy,1
114996,Kruell1,0
114999,s1aY,1
114999,diøn-,0
115001,znatch,1
115001,Flikswich,0
115002,trоn_,1
115002,simonerisi98,0
115003,Spiixy,1
115003,Kruell1,0
115010,Flikswich,1
115010,znatch,0
115015,s1aY,1
115015,trоn_,0
115016,znatch,1
115016,Flikswich,0
115017,Kruell1,1
115017,Spiixy,0
115022,trоn_,1
115022,s1aY,0
115024,Spiixy,1
115024,Kruell1,0
115025,znatch,1
115025,Flikswich,0
115030,Flikswich,1
115030,znatch,0
115032,Spiixy,1
115032,Kruell1,0
115036,znatch,1
115036,Flikswich,0
115037,Spiixy,1
115037,Kruell1,0
115041,Flikswich,1
115041,znatch,0
115044,Spiixy,1
115044,Kruell1,0
115047,znatch,1
115047,Flikswich,0
115063,ExitNextRight,1
115063,Pl4sMa,0
115069,ExitNextRight,1
115069,Pl4sMa,0
115074,ExitNextRight,1
115074,Pl4sMa,0
115077,ExitNextRight,1
115077,Pl4sMa,0
115083,ExitNextRight,1
115083,Pl4sMa,0
115086,ExitNextRight,1
115086,Mashlin-,0
115097,ExitNextRight,1
115097,Mashlin-,0
115104,ExitNextRight,1
115104,Mashlin-,0
115110,ExitNextRight,1
115110,Mashlin-,0
115118,dc!,1
115118,Mashlin-,0
115123,ExitNextRight,1
115123,dc!,0
115130,ExitNextRight,1
115130,dc!,0
115190,Kёniц,1
115190,MaxiNick,0
115220,trоn_,1
115220,MiKEYvike,0
115223,trоn_,1
115223,MiKEYvike,0
115226,trоn_,1
115226,MiKEYvike,0
115229,trоn_,1
115229,MiKEYvike,0
115234,trоn_,1
115234,MiKEYvike,0
115237,trоn_,1
115237,MiKEYvike,0
115244,ScrMz,1
115244,Babitz,0
115249,ScrMz,1
115249,Babitz,0
115251,ScrMz,1
115251,Babitz,0
115254,ScrMz,1
115254,Babitz,0
115259,ScrMz,1
115259,MiKEYvike,0
115263,LoD,1
115263,ScrMz,0
115265,ScrMz,1
115265,LoD,0
115267,ScrMz,1
115267,LoD,0
115268,ScrMz,1
115268,LoD,0
115271,LoD,1
115271,ScrMz,0
115281,LoD,1
115281,simonerisi98,0
115283,ScrMz,1
115283,Babitz,0
115285,LoD,1
115285,simonerisi98,0
115287,ScrMz,1
115287,Babitz,0
115290,LoD,1
115290,simonerisi98,0
115292,ScrMz,1
115292,Babitz,0
115298,LoD,1
115298,simonerisi98,0
115299,Babitz,1
115299,KonKonHafHaf,0
115305,Babitz,1
115305,KonKonHafHaf,0
115311,potaferro,1
115311,Dadexx,0
115320,potaferro,1
115320,Vip3r_404,0
115326,Vip3r_404,1
115326,potaferro,0
115354,trоn_,1
115354,NubikRubik,0
115360,Shaddycat,1
115360,Stoked_Grom,0
115361,trоn_,1
115361,NubikRubik,0
115363,Shaddycat,1
115363,Stoked_Grom,0
115366,NubikRubik,1
115366,trоn_,0
115368,s1aY,1
115368,Babitz,0
115370,trоn_,1
115370,NubikRubik,0
115372,s1aY,1
115372,Babitz,0
115377,s1aY,1
115377,NubikRubik,0
115379,znatch,1
115379,Flikswich,0
115383,s1aY,1
115383,NubikRubik,0
115386,znatch,1
115386,Flikswich,0
115389,s1aY,1
115389,NubikRubik,0
115392,znatch,1
115392,Flikswich,0
115397,s1aY,1
115397,NubikRubik,0
115399,znatch,1
115399,Flikswich,0
115402,s1aY,1
115402,NubikRubik,0
115403,ScrMz,1
115403,euPlaYFuL,0
115407,Flikswich,1
115407,znatch,0
115414,znatch,1
115414,Flikswich,0
115420,znatch,1
115420,Flikswich,0
115426,Reija-108-,1
115426,Bezy-Boomsa,0
115427,znatch,1
115427,Flikswich,0
115431,znatch,1
115431,Flikswich,0
115434,Bezy-Boomsa,1
115434,Reija-108-,0
115439,znatch,1
115439,Flikswich,0
115442,znatch,1
115442,Flikswich,0
115449,znatch,1
115449,Flikswich,0
115477,y0ur.m4st3r,1
115477,ɖяeam._.weak,0
115478,Flikswich,1
115478,simonerisi98,0
115484,y0ur.m4st3r,1
115484,ɖяeam._.weak,0
115485,Flikswich,1
115485,simonerisi98,0
115486,ɖяeam._.weak,1
115486,y0ur.m4st3r,0
115488,aanzu.,1
115488,prsm._.,0
115489,Flikswich,1
115489,simonerisi98,0
115491,Enigmaomega,1
115491,FastbreaК,0
115493,aanzu.,1
115493,prsm._.,0
115552,sǃr,1
115552,Trinatek,0
115557,sǃr,1
115557,Trinatek,0
115564,sǃr,1
115564,Trinatek,0
115611,ExitNextRight,1
115611,Shaddycat,0
115612,ExitNextRight,1
115612,Shaddycat,0
115614,ExitNextRight,1
115614,Shaddycat,0
115615,ExitNextRight,1
115615,Shaddycat,0
115620,MiKEYvike,1
115620,Cube3830,0
115626,ScrMz,1
115626,MiKEYvike,0
115628,ExitNextRight,1
115628,Ryanljohnson08,0
115629,ScrMz,1
115629,MiKEYvike,0
115631,ExitNextRight,1
115631,Ryanljohnson08,0
115632,ScrMz,1
115632,MiKEYvike,0
115635,ScrMz,1
115635,MiKEYvike,0
115639,ScrMz,1
115639,KoHb_B_Canorax,0
